Chapter,Shloka,Sanskrit Word,Hindi Meaning,Transliterated Word,English Meaning
2,58,प्रतिष्ठिता,स्थित।,pratiṣṭhitā,Located.
2,59,विषयाः,इन्द्रिय विषय,viṣayāḥ,sense object
2,59,विनिवर्तन्ते,रोकना,vinivartante,prevent
2,59,निराहारस्य,स्वयं को दूर रखने का अभ्यास,nirāhārasya,practicing distancing
2,59,देहिनः,देहधारी जीव के लिए,dehinaḥ,for the embodied being
2,59,रस,वर्जम,rasa,Varjam
2,59,रस:,भोग विलास,rasa:,indulgence and luxury
2,59,अपि,यद्यपि,api,Although
2,59,अस्य,उसका,asya,His
2,59,परम,सर्वोत्तम,parama,best
2,59,दृष्टा,अनुभव होने पर,dṛṣṭā,upon experiencing
2,59,निवर्तते,वह समाप्त हो जाता है।,nivartate,He ends.
2,60,यततः,आत्म नियंत्रण का अभ्यास करते हुए,yatataḥ,practicing self control
2,60,हि,के लिए,hi,For
2,60,अपि,तथपि,api,however
2,60,कौन्तेय,"कुन्तीपुत्र, अर्जुन पुरुषस्य",kaunteya,"Kuntiputra, Arjun Purushasya"
2,60,विपश्चितः,विवेक से युक्त,vipaścitaḥ,with discretion
2,60,इन्द्रियाणि,"इन्द्रियाँ, प्रमाथीन",indriyāṇi,"senses, primitive"
2,60,हरन्ति,वश मे करना,haranti,to tame
2,60,प्रसभम्,बलपूर्वक,prasabham,forcefully
2,60,मनः,मन।,manaḥ,Mind.
2,61,तानि,उन्हें,tāni,Them
2,61,सर्वाणि,समस्त,sarvāṇi,all
2,61,संयम्य,वश में करना,saṃyamya,to tame
2,61,युक्तः,एक हो जाना,yuktaḥ,become one
2,61,आसीत,स्थित होना चाहिए,āsīta,to be located
2,61,मत्,परः,mat,On:
2,61,वशे,वश में,vaśe,under control
2,61,हि,निश्चय ही,hi,tentu Saja
2,61,यस्य,जिसकी,yasya,whose
2,61,इन्द्रियाणि,इन्द्रियाँ,indriyāṇi,senses
2,61,तस्य,उनकी,tasya,their
2,61,प्रज्ञा,पूर्ण ज्ञान प्रतिष्ठिता,prajñā,full knowledge status
2,62,ध्यायत:,चिन्तन करते हुए,dhyāyata:,while contemplating
2,62,विषयान्,इन्द्रिय विषय,viṣayān,sense object
2,62,पुंस:,मनुष्य की,puṃsa:,of man
2,62,सङ्गः,आसक्ति,saṅgaḥ,Attachment
2,62,तेषु,उनके (इन्द्रिय विषय),teṣu,their (sense objects)
2,62,उपजायते,उत्पन्न होना,upajāyate,To be generated
2,62,सङ्गात्,आसक्ति से,saṅgāt,with attachment
2,62,सञ्जायते विकसित होती है। कामः,इच्छा,sañjāyate vikasita hotī hai| kāmaḥ,Desire
2,62,कामात्,कामना से,kāmāt,with desire
2,62,क्रोध:,क्रोध,krodha:,Anger
2,62,अभिजायते,उत्पन्न होता है।,abhijāyate,Is generated.
2,63,क्रोधात्,क्रोध से,krodhāt,angrily
2,63,भवति,होना,bhavati,Happen
2,63,सम्मोहः,निर्णय लेने की क्षमता क्षीण होना,sammohaḥ,impaired decision making ability
2,63,सम्मोहात्,निर्णय लेने की क्षमता क्षीण हो जाना,sammohāt,loss of decision making ability
2,63,स्मृति,स्मरणशक्ति,smṛti,memory power
2,63,विभ्रमः,भ्रमित,vibhramaḥ,confused
2,63,स्मृतिभ्रंशात्,स्मृति का भ्रम होने से,smṛtibhraṃśāt,due to confusion of memory
2,63,बुद्धिनाश:,बुद्धि का विनाश,buddhināśa:,destruction of intelligence
2,63,बुद्धिनाशात्,बुद्धि के विनाश से प्रणश्यति,buddhināśāt,Destruction of intellect
2,64,राग,अनुरागद्वेष,rāga,passion and hatred
2,64,वियुक्तेः,मुक्त,viyukteḥ,Free
2,64,तु,लेकिन,tu,But
2,64,विषयान्,इन्द्रिय विषयों को,viṣayān,to sense objects
2,64,इन्द्रियैः,इन्द्रियों द्वारा,indriyaiḥ,through the senses
2,64,चरन्,भोग करते हुए,caran,while enjoying
2,64,आत्मवश्यैः,मन को अपने वश में करने वाला,ātmavaśyaiḥ,one who controls the mind
2,64,विधेय,आत्मा,vidheya,Soul
2,64,प्रसादम्,भगवतकृपा को,prasādam,to God's grace
2,64,अधिगच्छति,प्राप्त करता है।,adhigacchati,Receives.
2,65,प्रसादे,भगवान की दिव्य कृपा द्वारा,prasāde,by the divine grace of god
2,65,सर्व,सभी,sarva,All
2,65,दुःखनाम्,दुखों का,duḥkhanām,of sorrows
2,65,हानि:,"क्षय, अस्य",hāni:,"decay, false"
2,65,उपजायते,होता है। प्रसन्न,upajāyate,It happens. Happy
2,65,हि,वास्तव में आशु,hi,really ashu
2,65,बुद्धि,बुद्धि,buddhi,Intelligence
2,65,परि,अवतिष्ठते,pari,Avtisthate
2,66,न,नहीं,na,No
2,66,अस्ति,है,asti,Is
2,66,बुद्धिः,बुद्धि,buddhiḥ,Intelligence
2,66,अयुक्तस्य,भगवान में स्थित न होना,ayuktasya,not being situated in god
2,66,न,नहीं,na,No
2,66,च,और,ca,And
2,66,अयुक्तस्य,भगवान में स्थित न रहने वाले,ayuktasya,those who do not reside in god
2,66,भावना,चिन्तन,bhāvanā,contemplation
2,66,न,नहीं,na,No
2,66,च,और,ca,And
2,66,अभावयतः,जो स्थिर नहीं है उसके,abhāvayataḥ,that which is not stable
2,66,शान्तिः,शान्ति,śāntiḥ,peace
2,66,अशान्तस्य,अशान्त,aśāntasya,restless
2,66,कृतः,कहाँ है,kṛtaḥ,where is
2,66,सुखम्,सुख।,sukham,Happiness.
2,67,इन्द्रियाणाम् इन्द्रियों के हि,वास्तव में,indriyāṇām indriyoṃ ke hi,In fact
2,67,चरताम्,चिन्तन करते हुए,caratām,while contemplating
2,67,यत्,जिसके,yat,whose
2,67,मन:,मन,mana:,Mind
2,67,अनुविधीयते,निरन्तर रत रहता है। तत्,anuvidhīyate,There is continuous night. element
2,67,अस्य,इसकी,asya,his
2,67,हरति,वश मे करना,harati,to tame
2,67,प्रज्ञाम्,बुद्धि के,prajñām,of intelligence
2,67,वायुः,वायु,vāyuḥ,Air
2,67,नावम्,नाव को,nāvam,to the boat
2,67,इव,जैसे,iva,As
2,67,अम्भसि,जल पर।,ambhasi,On water.
2,68,तस्मात्,इसलिए,tasmāt,so
2,68,यस्य,जिसकी,yasya,whose
2,68,महाबाहो,महाबलशाली,mahābāho,mighty strong
2,68,निगृहीतानि,विरक्त,nigṛhītāni,Disinterested
2,68,सर्वशः,सब प्रकार से,sarvaśaḥ,in every way
2,68,इन्द्रियाणि,इन्द्रियाँ इन्द्रिय,indriyāṇi,senses senses
2,68,तस्य,उस व्यक्ति की,tasya,that person's
2,68,प्रज्ञा,दिव्य ज्ञान,prajñā,divine knowledge
2,68,प्रतिष्ठिता,स्थिर रहना।,pratiṣṭhitā,To remain still.
2,69,या,जिसे,yā,whom
2,69,निशा,रात्रि,niśā,night
2,69,सर्व,सब,sarva,All
2,69,भूतानाम्,सभी जीवः तस्याम्,bhūtānām,All living beings: Tasyam
2,69,जागर्ति,जागता रहता है,jāgarti,remains awake
2,69,संयमी,आत्मसंयमी,saṃyamī,self-control
2,69,यस्याम्,जिसमें,yasyām,in which
2,69,जाग्रति,जागते हैं,jāgrati,wake up
2,69,भूतानि,सभी जीव,bhūtāni,all living beings
2,69,सा,वह,sā,He
2,69,निशा,रात्रि,niśā,night
2,69,पश्यतः,देखना,paśyataḥ,Look
2,69,मुनेः,मुनि।,muneḥ,Muni.
2,70,आपूर्यमाणम्,सभी ओर से जलमग्न,āpūryamāṇam,submerged on all sides
2,70,अचल,प्रतिष्ठम्,acala,reputation
2,70,समुद्रम्,समुद्र में,samudram,In the ocean
2,70,आपः,जलः प्रविशन्ति,āpaḥ,Jalah Pravishanti
2,70,यद्वत्,जिस प्रकार,yadvat,Just as
2,70,तद्वत्,उसी प्रकार,tadvat,in the same way
2,70,काम,कामनाएँ यम्,kāma,wishes yam
2,70,प्रविशन्ति,प्रवेश करती हैं,praviśanti,enters
2,70,सर्वे,सभी,sarve,All
2,70,सः,वह व्यक्ति,saḥ,that person
2,70,शन्तिम्,शान्ति,śantim,peace
2,70,आप्नोति,प्राप्त करता है,āpnoti,receives
2,70,न,नहीं,na,No
2,70,कामकामी,कामनाओं को तुष्ट करने वाला।,kāmakāmī,Satisfier of desires.
2,71,विहाय,त्याग कर,vihāya,by giving up
2,71,कामान्,भौतिक इच्छाएँ,kāmān,material desires
2,71,यः,जो,yaḥ,Who
2,71,सर्वान्,समस्त,sarvān,all
2,71,पुमान्,पुरुष,pumān,Male
2,71,चरति,रहता है,carati,remains
2,71,निःस्पृहः,कामना रहित,niḥspṛhaḥ,desireless
2,71,निर्ममाः,स्वामित्व की भावना से रहित,nirmamāḥ,devoid of ownership
2,71,निरहंकारः,अहंकार रहित,nirahaṃkāraḥ,egoless
2,71,सः,वह,saḥ,He
2,71,शान्तिम्,पूर्ण शान्ति को,śāntim,to complete peace
2,71,अधिगच्छति,प्राप्त करता है।,adhigacchati,Receives.
2,72,एषा,ऐसे,eṣā,This way
2,72,ब्राह्मी,स्थितिः,brāhmī,Status:
2,72,न,कभी नहीं,na,Never
