,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72
586,',ताजिया,',तः,जनस्त्रोतः,कारयानं,प्रति,सरति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,चालकं,दॄष्ट्वा,प्रहर्तुं,ते,जना,उद्युक्ताः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,परन्तु,ये,केचन,तम्,अपि,ज्ञातवन्तः,ते,चालकं,प्रति,गच्छतः,जनान्,निवारयन्ति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,
589,तदनन्तरं,केचन,पुरुषाः,तं,बालकम्,उन्नीय,मार्गमध्ये,स्थापितवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,पञ्चवर्षीयः,पुष्टः,सः,बालकः,दर्शनेन,एव,स्नेहास्पदं,भवति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,यद्यपि,तस्य,केशाः,अप्रसाधिताः,",",वस्त्राणि,च,आसन्,",",तथापि,सः,शोभितः,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,
592,कष्टेन,सः,',अम्ब,अम्ब,’,इति,उच्चार्य,मार्गे,निपतितः,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
593,जलात्,उन्नीतस्य,मत्स्यस्य,इव,तस्य,विलुण्ठनं,जनानां,कृते,दुस्सहनीयम्,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
594,केचन,तं,बालं,चिकित्सालयं,प्रति,नेतुं,सूचितवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,यत्,करणीयम्,इति,मत्वा,सः,बालं,चिकित्सालयं,नेतुम्,अङ्गीकृतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,अधुना,अपि,बालस्य,मुखमण्डलस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,चित्रं,दृष्टेः,पुरतः,स्पष्टरुपेण,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,असह्यवेदनाक्लिष्टस्य,तस्य,मुखात्,कष्टेन,निर्गतः,',अम्ब,',इति,शब्दः,तस्य,ह्रदयं,दुनोति,स्म,।,,,,,,,,,,,,,,,,,,,,,,
599,सः,चिन्तितवान्,-,',अबोध,चञ्चलबालक,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,चञ्चलता,एव,तव,कालः,अपि,जन्म,मृत्युं,च,अधिकृत्य,कवितां,लिखितवान्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,
601,सत्यम्,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,स,अपि,जन्म,मृत्युं,च,अधिकृत्य,कवितां,लिखितवान,कदाचित्,सः,अपि,जन्म,मृत्युं,च,अधिकृत्य,कवितां,लिखितवान्,आसीत्,।,,,,,,,,,,,,,,,,,,
603,बाल्यकाले,एव,अनुभूतम्,मृत्युना,कृतं,ताण्डवनृत्यं,तस्य,मनसि,अद्य,अपि,स्पष्टम्,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,
604,क्रमशः,स,तस्य,बालकस्य,विषये,स्नेहार्द्रचित्तः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,वात्सल्यभावेन,व्याकुलितः,सः,तत्र,गन्तुकामः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,घातकत्वरुपेण,कलङ्केन,आत्मनः,जीवनं,मलिनीकर्तुं,स,न,इष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,पुत्रहीनस्य,तस्य,द्वारपालकस्य,गृहं,गत्वा,निजाश्रुपातेन,मनः,निर्मलीकर्तुं,सः,उद्यतः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,
608,परन्तु,...,एकतः,मानवीया,दृष्टिः,",",अन्यतः,उच्चात्मिकायाः,अहमिकायाः,वा,भावनायाः,अन्तरे,एव,सः,',न,ययौ,न,तस्थौ,',अभवत्,।,,,,,,,,,,,,,,,
609,किङ्चित,पुर्वं,शिक्षककर्मकरसङ्घस्य,सचिवम्,उद्दिश्य,उक्तं,निजवचनं,प्रति,सः,स्वयम्,एव,धिक्कारयुक्तं,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,
610,मा,कुरु,धनजनयौवनगर्वम्,...,इति,स्म्तवतः,तस्य,जीवने,अनास्था,समुत्पन्ना,।,,,,,,,,,,,,,,,,,,,,,,,,,,
611,सर्वेन्द्रियाणि,संयम्य,",",मान-सम्मानाहग्ङ्कारादीन्,पदतले,कृत्वा,स्थिरमनसा,सः,द्वारपालकस्य,गृहं,गन्तुं,तस्य,अश्रु,मार्जयितुं,च,निश्र्चयम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,
612,परन्तु,तस्य,पादौ,न,प्रसरतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,प्रकोष्ठस्य,चतुर्भित्तितः,सः,प्रतिध्वनिं,श्रुतवान्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,मया,द्वारपालकस्य,गृहं,गन्तव्यम्,इति,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,भवान्,मां,किं,वा,भावयति,...,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,न,अहं,भवतः,मानवतायाः,पाठम्,अपेक्षे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,अन्यं,कञ्चित्,उद्दिश्य,करोतु,मानवतायाः,मानवीयमूल्यबोधस्य,वा,पाठनम्,।,न,माम्,।,,,,,,,,,,,,,,,,,,,,,,,,,
618,निर्मलायमानाः,तस्यः,भावनाः,पुनः,मलिनाः,जाताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,अहमिकायाः,तमसा,सः,पुनः,पराजितः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,तथा,सत्यपि,तस्य,अभ्यान्तरे,स्थिता,श्रद्धाञ्लिम्,अर्पयितुं,तं,प्रेरयन्ती,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
621,अनायासेन,तेन,पुनः,आकारिका,वादिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,द्वारपालकः,प्राविशत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,कारचालकम्,आह्वातुं,तं,सः,सूचितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,द्वारपालः,प्रस्थितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,सः,पत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,एकम्,अलिखत्,',सचिवमहोदय,मृतकस्य,संस्काराय,सहाय्यरुपेण,सहस्त्रं,रुप्यकाणि,प्रेषयन्,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,
627,कृपया,गृह्णातु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,चालकः,यदा,समायातः,तदा,पत्रं,धनं,च,दत्वा,तम्,आदिष्टवान्,-,इति,चालकः,गतवान्,।,,,,,,,,,,,,,,,,,,,,,,
629,स,तस्य,प्रत्यागमनम्,एव,प्रतीक्षमाणः,अतिष्ठत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,चालकः,प्रत्यागतः,एकेन,पत्रेण,सह,नीतं,धनपोटलकम्,अपि,अधिकारिणे,समर्पितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
631,परन्तु,अनेन,धनेन,महाविद्यालयस्य,पुरतः,गतिरोधकस्य,निर्माणार्थं,भवतः,समक्षम्,अस्य,अधमस्य,हार्दिकः,अनुरोधः,अस्ति,इति,।,,,,,,,,,,,,,,,,,,,,,
632,अलं,विस्तरेण,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,भवतः,कृपाभिलाषी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,तस्य,हस्ततः,पत्रं,पतितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,नयने,उद्वेगस्तिमिते,आस्ताम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,युगाब्दः,५७०७,कार्त्तिकमासः,अक्टोबर्,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,न,नीयते,सूची,अपि,दिबन्धुः,बालमोदिनी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,लाहोरनगरे,पूर्वं,दुलीचन्दः,नाम,कोट्यधिपतिः,धनिकः,निवसति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,स्वस्य,धनिकत्वस्य,विषये,महान्,गर्वः,तस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,तस्य,सम्पत्तिः,विंशतिकोटिमिता,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,एतत्,द्योतयितुं,सः,स्वस्य,गृहस्य,पुरतः,विंशतिं,पताकाः,उड्डाययति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,
643,कदाचित्,तेन,यत्,गुरुनानकः,लाहोरनगरम्,आगत्य,धर्मशालायां,कस्याञ्चित्,वसति,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,
644,दुलीचन्दः,तस्य,दर्शनार्थं,गतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,तस्य,पुरतः,सुवर्णमुद्राग्रन्थिं,कञ्चित्,संस्थाप्य,सः,अवदत्,-,गुरुवर्य,का,अन्या,सेवा,मया,करणीया,?,,,,,,,,,,,,,,,,,,,,,,
646,आदेष्टव्यः,अहम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,गुरुनानकः,दर्शनमात्रेण,एव,अवगतवान्,यत्,एतस्य,धनमदः,अधिकः,अस्ति,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,
648,दिलिचन्दः,तां,सूचीं,गुरुप्रसादं,भावयन्,स्वगृहं,प्रत्यागतवान्,",",तां,सूचीं,पूजागृहे,भक्तया,स्थापितवान्,च,।,,,,,,,,,,,,,,,,,,,,,,
649,किञ्चित्त्,कालानन्तरं,तस्य,मनसि,विचारः,आगतः,',अग्रिमे,जन्मनि,सूची,प्रत्यर्पणीया,इति,गुरुणा,सूचितम्,।,,,,,,,,,,,,,,,,,,,,,,
650,कथम्,एतत्,शक्येत्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,मरणसमये,किं,कोऽपि,आत्मना,सह,सूच्यादि,वस्तु,नेतुम्,अर्हेत्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,न,खलु,',इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,एतत्,कथं,वा,शक्येत्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,मरणसमये,कोऽपि,किमपि,नेतुं,न,शक्नोति,खलु,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,एतानि,वचनानि,श्रुतवति,दुलीचन्दे,ज्ञानस्य,उदयः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,सः,गृहं,प्रत्यागत्य,स्वस्य,सम्पतेः,दानम्,आरब्धवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,अर्हेभ्यः,धनकनकादिकं,दत्वा,सः,गुरुनानकस्य,परमभक्तः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,युगाब्दः,५१०७,वैशाखमासः,मे,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,वणिजः,बुध्दिमत्ता,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,शुध्दात्मप्रकाशजैनः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,बालमोदिनी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,कस्मिंश्रित्,ग्रामे,कश्र्चन,वणिक्,निवसति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,सः,अत्यन्तं,चतुरः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,कदाचित्,सः,गृहे,उपविश्य,नाणकानि,गणयन्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,तदा,एव,मार्गे,गच्छन्,कश्र्चन,चोरः,तद्,दृष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,सः,मनसि,एव,चिन्तितवान्,यत्,-,',एतस्य,वणिजः,समीपे,बहु,धनम्,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,
670,अद्य,रात्रौ,मया,एतस्मात्,गृहात्,एव,चोरणीयम्,',इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,मार्गे,स्थित्वा,चिन्तयन्तं,चोरम्,अकस्मात्,वणिक्,अपि,दृष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,तस्य,मनसि,संशयः,उत्पन्नः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,एषः,मनुष्यः,चोरः,एव,स्यात्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,अद्य,रात्रौ,एषः,मम,गृहम्,एव,आगचछति,',इति,दृढं,निश्र्चित्य,स,पत्नीम्,आहूय,शनैः,उक्तवान्,-,भवान्,धनं,सर्वं,कुत्र,स्थापितवान्,अस्ति,?,,,,,,,,,,,,,
675,नगरे,इदानीं,चोरभीतिः,वर्धमाना,अस्ति,इति,वदतु,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,ततः,वणिक्,एकस्मिन्,घटे,कांश्र्चित्,वृश्र्चिकान्,स्थापयित्वा,घटस्य,मुखं,वस्त्रेण,पिधाय,घटं,गृहस्य,पार्श्र्वे,विद्यमानस्य,निन्बवृक्षस्य,शाखानां,मध्ये,स्थापितवान्,।,,,,,,,,,,,,,,,,,
677,रात्रिः,जाता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,वणिक्,भोजनादिकं,समाप्य,शयनम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,तावता,सः,चोरः,चौर्यं,कर्तुं,तद्गृहसमीपम्,आगत्य,बहिः,आत्मानं,गोपयित्वा,स्थितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,
